article,candidate,score,publishedAt
eric holder predicts get million vote nick wadhamsbloomberg nick wadhams bloomberg eric holder predicts get million vote would introduce nuance u policy toward israel former attorney general warns doom loop former attorney general eric holder sa,Kamala Harris,-0.4767,2024-10-14T18:30:00Z
within striking distance tim walzs home state recent poll show may build showing minnesota despite governor vp running mate,Kamala Harris,0.0,2024-09-24T17:37:46Z
hit trumpwith brutally honest question health vice president suggested weak unstable lead nation,Kamala Harris,-0.7269,2024-10-14T07:13:52Z
campaign confronts new ad truth social vice president campaign posted new ad saturday urging agree second debate,Kamala Harris,0.4404,2024-09-29T14:44:25Z
health report major goal release harris medical report selfgoal campaign must exploit day back released hermedical report claim ha physical mental resiliency required,Kamala Harris,0.25,2024-10-16T04:00:00Z
declares father ivf town hall allfemale audience cnn declares father ivf town hall allfemale audiencecnn call senator fantastically attractive speaking allfemale audiencecnn slam claiming father ivfnbc news opinion poin,Kamala Harris,0.0772,2024-10-16T22:13:43Z
fox news poll ahead point georgia dana blantonfox news dana blanton fox news fox news poll ahead point georgia georgian trust helping middle class point headtohead matchup vice president top former president,Kamala Harris,0.743,2024-09-27T01:25:03Z
flays antiblack unfit unstable amid new black medium blitz vice president torched antiblack unfit unstable candidate interview influential black journalist roland martin post flays antiblack unfit unstable amid new black medium blitz first,Kamala Harris,-0.5574,2024-10-14T18:16:37Z
rapper slam people trying shame vote reveals may vote instead vice president former president battle american support one rapperproducer actor warns disliked much black community,Kamala Harris,-0.8271,2024-10-15T22:00:44Z
obama tell men doesnt represent real strength sahil kapurnbc news sahil kapur nbc news obama tell men doesnt represent real strength former president rallied battleground pennsylvania told volunteer worry black men particular arent showing enough enthusiasm,Kamala Harris,-0.9055,2024-10-11T06:20:06Z
point board michigan expert say magic johnson delivered slam dunk vice president got major boost friday basketball legend earvin magic johnson delivered energetic endorsement democratic nominee home state political analyst saidjohnson outspoken critic administrati,Kamala Harris,0.4939,2024-10-04T23:23:25Z
former republican leader endorse warn unfit serve list includes official worked reagan bush administration post former republican leader endorse warn unfit serve appeared first thewrap,Kamala Harris,0.4215,2024-09-18T23:51:24Z
suddenly come courting black male voter four year nothing black men vice president watching rising number take support president ha launched lastditch effort win black male voter black voter sa,Kamala Harris,0.8658,2024-10-15T04:00:00Z
fcking amazing job joe rogan raf nailing debate joe rogan offered chef kiss team behind arguing better prepared democrat crushed former abc news debate post fcking amazing job joe rogan raf nailing debate first appe,Kamala Harris,0.8555,2024-09-17T14:32:49Z
retreat bail face minute town hall howard stern blitz ,Kamala Harris,0.2023,2024-10-07T23:38:01Z
censorship threat democracy vance democratic nominee want silence accuses misinformation republican vicepresidential candidate ha said read full article rtcom,Kamala Harris,-0.6597,2024-10-02T06:41:24Z
ramp outreach black men obama key surrogate nbc news ramp outreach black men obama key surrogatenbc news opinion harris pitch black menthe wall street journal proposes million forgivable loan black entrepreneur make inroadscnbc unveils agenda,Kamala Harris,0.7096,2024-10-15T10:13:06Z
scoop interview choice showcase new medium landscape plus interview team behind nutter butter fever dream buttigieg musk show value picking phone less month presidential election candidate picking interview schedule vice presid,Kamala Harris,0.6124,2024-10-07T14:33:27Z
something wrong former advisor warns former president ha lost fighting spirit anthony scaramucci wa pretty sure would clamoring second debate vice president seems sure post something wrong former advisor warns former president ha lost fighting spi,Kamala Harris,-0.5106,2024-09-24T13:17:33Z
evangelicals voting value backing white evangelical voter supported,Kamala Harris,0.5859,2024-09-19T15:24:52Z
liz cheney responds cabinet rumor trumpcritic cheney ha endorsed president,Kamala Harris,0.5267,2024-09-18T14:24:36Z
ha reached ceiling ability make gain week presidential election poll side dead heat result may hinge come vote,Kamala Harris,0.4939,2024-10-15T19:09:50Z
cassidy hutchinson wish knew republican arent following liz cheneys lead voting video dont know many republican specifically men cloaking cowardice former aide say morning joe post cassidy hutchinson wish knew republican arent following liz cheneys lead voting kamal,Kamala Harris,0.6597,2024-10-03T22:10:30Z
much better economy come igniting vibrant economy contest beat biden landslide lively new book spell,Kamala Harris,0.8481,2024-10-15T13:39:08Z
introduced local teamster president madison friday vice president campaign stop old hometown madison wisconsin family lived madison two year parent taught university wisconsin wa still preschool keep mind,Kamala Harris,-0.296,2024-09-23T13:00:01Z
older voter secret weapon american senior often overlooked campaign split thats good news democrat,Kamala Harris,0.1531,2024-10-09T18:32:57Z
republican continue file lawsuit gain election control arizona advocacy group founded creepy dangerous stephen miller advancing bold legal theory judge throw election result failure irregularity local official course republican charge via,Kamala Harris,-0.2023,2024-09-30T18:18:10Z
need say hurricane nobody mentioned home insurance crisis vice presidential debate october wa especially striking omission hurricane helene one destructive deadliest hurricane u history wiped entire town,Kamala Harris,-0.8442,2024-10-11T10:00:00Z
giulianis daughter reveals dad reacted endorsement msnbc caroline giuliani daughter former new york city mayor ardent supporter rudy giuliani ha revealed father responded endorsement harrisgiuliani said ha forced open conversation,Kamala Harris,0.8625,2024-10-06T21:10:31Z
endorsed top white house official lose woman color would devastating ego omarosa manigaultnewman ha publicly endorsed stating potential defeat hand would devastating ego,Kamala Harris,-0.7096,2024-10-15T15:02:26Z
bet republican voter help win bloomberg bloomberg bet republican voter help win campaign think disenchantment fox news interview pennsylvania event highlight new outreach intensifying effort convi,Kamala Harris,0.9477,2024-10-16T19:10:09Z
campaign rage beer stephen colbert cbs campaign ha responded tuesday evening appearance slugging beer late show stephen colbert blasting vice president touch elitistfor first interview late show since became,Kamala Harris,-0.296,2024-10-09T02:26:24Z
empathy man unleashes colbert attack lie amid hurricane vp unleashed frustrated torrent interview stephen colbert asking empathy post empathy man unleashes colbert attack lie amid hurricane first app,Kamala Harris,-0.8625,2024-10-09T14:20:14Z
slump taylor swift loses million spotify listener endorsement pop star youtube viewership took even bigger hit postendorsement post slump taylor swift loses million spotify listener endorsement appeared first thewrap,Kamala Harris,0.3818,2024-10-01T15:13:49Z
woke economist endorsement prioritizes ideology reality despite existing data exposing economic disaster economist turning misinformation hurt,Kamala Harris,-0.7708,2024-09-27T11:20:18Z
see rip itty bitty piece border speech damn good prefers run problem instead fixing problem,Kamala Harris,-0.6369,2024-09-28T19:30:48Z
confused joe biden say beat badly debate scared death beat video dementia joe biden tuesday spoke crowd pennsylvania behalf former running mate turned bos gateway pundit reporteddrama hasreportedly unfolded bidens team campaign internal power st,Kamala Harris,-0.9042,2024-10-16T12:30:59Z
new proharris ad go peteating lie taking overt racism using ad seems least could future forward largest democraticleaning super pac source huffington post ff pac proharris super pac ha released second ad highlighting racis,Kamala Harris,0.836,2024-09-25T21:22:08Z
making case simple number kiss ageold sage advice keep simple stupid voting already underway trumpvance campaign ha disposal historically simple case drop kiss death candidacy six number utterly disqualify inad,Kamala Harris,-0.2023,2024-10-16T08:19:58Z
speak abortion georgia seeking tie death two woman policy abc news abc news speak abortion georgia seeking tie death two woman policy warn georgian suspect record official said democratic presidential nominee vice president answer,Kamala Harris,-0.886,2024-09-20T10:50:00Z
campaign spokesman say fox news appearance crucial piece puzzle new interview vanity fair inside hive podcast ian sam tell host brian stelter signal strong weak withdrawn,Kamala Harris,0.2023,2024-10-16T21:24:15Z
hold electoral vote lead calculates prominent data scientist shawn tullyfortune shawn tully fortune hold electoral vote lead calculates prominent data scientist turned table according betting market hasnt looked back data scientist thomas miller ha crafted mode,Kamala Harris,0.7184,2024-10-03T15:10:00Z
giulianis daughter endorses rudy giulianis daughter caroline rose giuliani endorsed writing vanity fair ha watched father life crumble since joined force trumpgiulianis wrote first term wa worst thing ever h,Kamala Harris,0.2732,2024-09-30T22:07:07Z
fox news host face maga pile interview daily beast fox news host face maga pile interviewthe daily beast fox anchor tasked interviewing ha history appeasing network protrump audiencecnn report ha eye fox news viewersthe hill set f,Kamala Harris,0.7003,2024-10-16T17:13:30Z
watch promise moon swing state latest episode tony kinnett cast dive detail neckandneck race vice president former read post watch promise moon swing state appeared first daily signal,Kamala Harris,0.5574,2024-09-18T22:29:32Z
bruce springsteen endorses president source dangerous candidate president lifetime walz committed vision country respect includes everyone regardless class religion race politica,Kamala Harris,0.6705,2024-10-04T22:38:38Z
open major lead among pennsylvania independent poll independent voter mustwin swing state poll currently close,Kamala Harris,0.0,2024-09-19T12:45:48Z
think national poll week election good reason supporter dont feel national polling lead big enough electoral college advantage may may recur,Kamala Harris,0.7184,2024-09-26T09:00:51Z
okay spox hit back midnight meltdown vps mental acuity called take cognitive test suggested could something wrong,Kamala Harris,-0.296,2024-10-14T14:04:16Z
u prison offered genderaffirming care glenn thrushnew york time glenn thrush new york time u prison offered genderaffirming care administration approach notable light campaign ad slam vice president supporting taxpayerfunded transgender surgery fo,Kamala Harris,0.0258,2024-10-16T15:55:02Z
levy personal attack wisconsin rally speech prairie du chien wisconsin republican nominee intensified personal attack vice president,Kamala Harris,-0.7351,2024-09-29T02:05:00Z
